oare_id,sentence_uuid,transliteration,transliteration_with_annotations,translation
b97f624e-fc34-4172-b7ec-6a7f8128021b,,um-ma ša ki-ma ku-wa-tí-ma a-na en-um-a-šur qí-bi₄-ma 21 GÚ 40 ma-na URUDU 1 GÚ 28 ma-na URUDU SIG₅ ku-nu-ki-ni ša-lim-wa-ar-dim i-ra-dí-a-kum 21 GÚ 30 ma-na URUDU i-na ma-ṣa-ar-tim nu-šé-ṣí 3 GÚ URUDU ší-kam ša-lim-wa-ar-dim i-dí-ni-a-tí ma-lá i-na ba-áb-tí-kà il₅-ta-qé-ú a-ma-kam lu-ba-li-ṭá-kum a ma-lá na-áš-pè-er-tí-ni pá-ni-tim URUDU ša ma-ṣa-ar-tim 20 ma-na i-tí-ir a ma-lá tí-ir-tí-kà ni-iš-ta-al-ma na-áš-pè-er-ta-kà ša a kà-ri-im tù-šé-bi₄-lá-ni ki-ma i-na ṭup-pì-kà a-wa-tum 2 ší-ta ú 3-áš da-na-tim ta-al-pu-ta-ni lá nu-uš-ta-áš-me-ší um-ma né-nu-ma sú-ra-am e nu-ša-al-qé-šu-nu na-áš-pè-er-ta-kà i-ba-ší i-na a-lá-ki-kà e-na-na-tim e-ri-iš-ma e-nu-nu-ni-kum ša-áp-ra-tum ša DUMU PUZUR₄-a-na a-šar šu-IŠTAR i-ba-ší-a tí-ir-ta-kà li-li-kam qá-tum a-na 1 GÚ 10 ma-na ta-dí-in,,"From your representatives to Ennam-Aššur: Šalim-wardī leads 21 talents 40 minas of copper and 1 talent 28 minas of good copper under our seals to you. We brought uot 21 talents 30 minas of copper from the safe. Šalim-wardī gave us 3 talents of-copper. He will credit you there with as much as he received from your outstanding claims. In accordance with our previous missive about the copper from the safe 20 minas were in excess; in accordance with your instructions, we took counsel, and as for your missive that you sent to the colony, since you wrote 2 or 3 harsh words in your letter, we have not let it be heard. We thought: We must not allow them to take offense! Your missive is still here. When you come, ask for clemency, and they will be lenient with you. The pledges from Puzur-Anna’s son are with Šu-Ištar. Send word. The share has been sold for 1 talent 10 minas."
b97f88d8-1272-4dfe-b120-de9c89afcb84,,a-na 4 GÚ AN.NA a-wi-it e-lá-ma 4 ma-na 15 GÍN.TA da-tum 17 ma-na AN.NA ik-šu-sú 5 ma-na AN.NA a-na ANŠE me-tim ku-na-a iš-ku-ni-a-tí ⅓ ma-na 7 ½ GÍN a-na ta-ší-a-tim áš-qúl 2 ma-na ú-ku-ul-tum 15 GÍN qá-qá-dum ik-šu-sú ta-ší-a-at 10 TÚG.ḪI.A wa-at-ru-tim 1 ½ ma-na AN.NA il₅-qé ½ ma-na KÙ.BABBAR bé-ú-la-tù-šu ⅓ ma-na KÙ.BABBAR ša a-na pá-ni-šu tù-šé-bi₄-lu 10 GÍN.TA a-na AN.NA ŠA-dí-in-ma mì-ma a-nim ga-am-ru-um 2 ½ ma-na AN.NA ni-pu-ul-šu-um a-na 5 GÍN KÙ.BABBAR nu-ku-ra-im ù 1 ½ ma-na AN.NA ta-ší-a-tim ša il₅-qé-ú da-ni-tí a-qá-bi₄-šu-um,,"On 4 talents of tin, the declared value of Elamma(’s merchandise), the road-tax at 4 minas 15 shekels tin per (talent) amounted for him to 17 minas of tin. 5 minas of tin Kunnāya charged us for a donkey that had died. I paid 27 ½ shekels (of tin) as costs of transport, 2 minas (of tin) for food and fodder, the head-tax amounted for him to 15 shekels. As costs of transport of 10 extra textiles he (the harnesser) took 1 ½ mina of tin, ½ mina of silver was his working capital. The ⅓ mina of silver you sent him en route, was sold for tin at a rate of 10 : 1 and this is the total of the expenses. We made him a balance payment of 2 ½ minas of tin. For the 5 shekels of silver that were disputed and the 1 ½ mina of tin he took as transport costs I will state him my harsh conditions."
b9af60bd-a7ca-414f-b945-5ef87c277214,,⅓ ma-na 3 GÍN KÙ.BABBAR a-na sú-sá-a a-šu-mì a-al-DU₁₀ áš-qúl IGI en-na-nim na-pá-ḫi-im IGI en-um-a-šùr DUMU bu-ut-qí-im IGI a-šùr-be-el-a-wa-tim DUMU zu-ba,,"43 shekels of silver I paid to Susāya on behalf of Āl-ṭāb. In the presence of Ennānum, the blacksmith, of Ennam-Aššur, son of Butqum, of Aššur-bēl-awātim, son of Zuba."
ba3a5380-e4e9-4f36-bdc2-b79b2025a0cf,,a-na tám-kà-ri-im qí-bi-ma um-ma šu-IŠTAR-ma 9 ma-na KÙ.BABBAR ṣa-ru-pá-am ku-nu-ki-a ša ší-im lu-qú-tim ša ṭup-pì-a ḫa-ar-mì-im na-áb-sú-in ù e-ri-mu-ša na-áš-ú-ni-ku-um SAG.BA 1 ½ ma-na 1 ⅔ GÍN KÙ.BABBAR ší-im ḫu-sà-ri-im ½ ma-na 8 ½ GÍN ḫu-sà-ru-um a ší-mì-im ta-dí-in a-ḫi a-ta be-li a-ta a-ša ak-lu-ú li-ba-kà lá tù-lá-ma-na-kum a-we-lúm lá da-am-qú-um i-na e-ni-kà a-na ba-ú-ší-a i-za-az i lá i-dim URUDU 7 GÚ É kà-ri-im uš-ta-aṣ-bi₄-it a-dí ki-zi ak-lá iš-tí kà-ri-im ú-ta-na-na-an-ma a-ta-be-a-ma a-ta-lá-kam,,"To the merchant from Šu-Ištar: Nab-Suen and Ewarimuša bring you 9 minas of refined silver under my seal, from the proceeds from the goods (mentioned) in my certified tablet. Of that 1 ½ mina 1 ⅔ shekel of silver was the price of lapis lazuli. ½ mina 8 ½ shekels of lapis lazuli was offered for sale. My dear brother and lord, do not be angry with me because I held back. A man who is no good stands ready to defame me in your eyes. Without reason he made the colony seize some 7 talents of copper. I held back until <gap> I keep imploring the colony, and I shall set out and come."
ba4a0bcd-4396-45d3-982d-3cac8f813cbb,,KIŠIB i-dí-{d}IM DUMU a-šur-DU₁₀ KIŠIB šu-<gap> KIŠIB a-šur-<gap>-šu-um <gap> ša a-lu-lá-a <gap> ša a-dí <gap>,,"Seal of Iddin-Adad son of Aššur-ṭāb, seal of Šu <gap> , seal of Aššur-<gap>"
ba503f99-e1ad-4764-aed1-e7117729340b,,a-na šál-ma-a-šur KIŠIB ma-ma-ḫi-ir 1 ½ ma-na URUDU a-na qá-tí-šu-nu ú-ra-dí,,To Šalim-Aššur; sealed by Man-mahir. I have added 1 ½ mina of copper to their account.
baf740c0-839b-4e48-8622-0850d6678644,,i-šu-šu-um um-ma i-na-aḫ-DINGIR-ma KÙ.BABBAR šu-qú-ul a-we-lúm KÙ.BABBAR ú-ša-áš-<gap>-qá-lá-ni a-na-kam šu-IŠTAR ù IŠTAR-lá-ma-sí ik-ta-na-lu-ú-ni um-ma šu-nu-ma KÙ.BABBAR a-ḫi-kà lá ta-ša-qá-al-ma lu-mu-ul-li-bi₄-im a-na a-ḫi-kà lá ta-ra-ší um-ma i-na-aḫ-DINGIR-ma KÙ.BABBAR 10 ma-na té-pu-uš-ma tù-ub-lam KÙ.BABBAR a-na ma-lá ṭup-pí-kà ḫa-ar-mì-im šu-qú-ul šu-ma a-dí 10 u₄-me-e lá ta-tal-kam ú-lá tí-ir-ta-kà a-na ṣé-er ša ki-ma ku-wa-tí lá i-tal-kam KÙ.BABBAR a-na i-na-aḫ-DINGIR a-ša-qal,,"<gap> he has against him. Inah-ilī said: Pay the silver! The man wants to make me pay the silver. Šu-Ištar and Ištar-lamassī keep holding me back here, saying: Do not pay your brother’s silver and incur his anger! Inah-ilī said: You have made and brought here some 10 minas of silver. Pay the silver in accordance with your certified tablet. If you have not come within 10 days or have sent word to your representatives, I shall pay the silver to Inah-ilī."
bb0df83b-506b-4c81-a5ad-f82172f7f251,,<gap> a-na-kam <gap> ù me-er-ú <gap> ša-bu-ú <gap> a-na ṭup-pì-im ta-da-nim IGI ṣa-bi₄-im 10 a-šur-ma-lik e-pu-li-<gap> ṭup-pá-am li-dí-na-ku-nu-tí-ma iš-tí id-na-a šé-bi₄-lá-ni-šu šu-ma mì-ma <gap> ù a-ṣé-er <gap>,,<gap> here <gap> and the sons <gap> have been paid <gap> In order to give a tablet Aššur-malik answered me before 10 men <gap>
bb18d4d6-8e93-458c-ab54-92a352d602b1,,2 GÍN KÙ.BABBAR iš-tí i-tur₄-DINGIR DUMU PUZUR₄-a-na 2 ší-ni-šu ší-né-en ša wa-aḫ-šu-ša-na SIG₅ iš-tù wa-aḫ-šu-ša-na ú-šé-ba-lam šu-ma lá ú-šé-bi₄-lam 6 GÍN KÙ.BABBAR i-ša-qá-lam IGI kà-ba-tim DUMU a-šùr-GAL,,2 shekels of silver owed by Itūr-ilī son of Puzur-Anna; from Wahšušana he must send two pairs of good shoes from Wahšušana; if he has not sent it he is to pay 6 shekels of silver. Witnessed by Kabātum son of Aššur-rabi.
bb4b1b13-ce3d-46aa-9e5f-25595dbf924e,,KIŠIB zu-ba DUMU en-na-nim KIŠIB PUZUR₄-{d}IŠKUR DUMU i-dí-IŠTAR a-lá-bu-um DUMU zi-a tap-pá-i-ni a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma ṭup-pá-am IGI IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,,"Seal of Zuba, son of Ennānum, seal of Puzur-Adad, son of Iddin-Ištar; Ali-abum, son of Ziya, was our companion. For these words the Kaneš colony made us available and this tablet we gave as our testimony rendered before Aššur’s dagger."
bb4f7af5-3f2a-4999-ba47-0515dbc5ec4d,,1 ṭup-pá-am ša bi-zi-lá ù IŠTAR-lá-ma-sí qá-sá ša IŠTAR-lá-ma-sí 2 qá-áb-li-a-tim ša 1 ma-na.TA KÙ.BABBAR iš-té-et a-ḫu-úz-tum mu-ša-lá-am ša ZABAR ù ma-az-li-ki mì-ma a-nim a-na ḫu-bu-ul {d}NIN.ŠUBUR-ba-ni a-na lu-lu áp-qí-id um-ma a-na-ku-ma a-na É a-bi-a ù um-mì-a a-na mì-ma šu-um-šu ú-lá ta-tù-ar lu i-na ší-im bé-tim lu i ši-im TÚG.ḪI.A lu i ší-im qá-áb-li-a-tim mu-ša-li-im ù ma-az-li-ki iš-tù nu-a-am ḫu-bu-ul {d}NIN.ŠUBUR-ba-ni tù-ša-bu-ú ší-tum KÙ.BABBAR mì-ma i-na li-bi-kà i-ší-tù i-le-e i-na li-bi-kà i-šu-ú i-na ṭup-pí-im pá-qá-dim bi-za-lá a-na qá-tí-ša ta-zi-iz IGI dan-a-šur IGI a-mur-DINGIR IGI ma-ṣí-ì-lí IGI a-šur-iš-ta-ki-il₅ IGI ḫa-pu-a-šu ša SÍG.ḪI.A IGI PÚZUR.IŠTAR,,"(Of) 1 tablet of Bizila and Ištar-lamassī, the share of Ištar-lamassī; 2-containers of 1 mina silver each, one with inlay; a bronze mirror and some ’s. All this I entrusted to Lullu for the debt of Ilabrat-bāni, with the words: You shall not again claim anything from the house of my father and mother, neither from the price of the house, nor from the price of textiles, nor from the price of ’s, the mirror, and the ’s. After you will have paid the Anatolian the debt of Ilabrat-bāni, for the rest of the silver, whatever you still owe me, I have the gods as claim on you. When the tablet was handed over Bizala took responsibility for her share. In the presence of Dān-Aššur, of Amur-ili, of Maṣi-ilī, of Aššuriš-takil. of Happuaša, the wool-trader, and of Puzur-Ištar."
bb73b911-0357-44b9-930d-1f3c98923318,,ša ni-iš a-lim{ki} ù ru-ba-im ta-mu-ú kà-i-lá ma-nu-ba-lu-um-a-šur a-ša-a-al-kà ṭup-pá-am ša 5 ma-na KÙ.BABBAR ú ṣí-ba-tí-šu ša a-šur-ták-lá-ku a-na PUZUR₄-a-na a-ḫi-šu ḫa-bu-lu-ú ṭup-pá-am PUZUR₄-a-na a-na na-áb-ší-im lu a-na a-bi-kà e-zi-ib lu ku-a-tí e-zi-ba-ku-um ik-re-e ú-lá kà-i-ni ú-la ri-ig-ma-tù-um ší-bu-tù-um en-um-a-šur KÙ.BABBAR tám-kà-ri-šu i-šé-e ma-num-ba-lúm-a-šur ša ki-ma en-um-a-šur e-pu-ul um-ma ma-num-ba-lúm-a-šur-ma a-na ša ki-ma en-um-a-šur-ma 4 ma-na KÙ.BABBAR PUZUR₄-a-na DUMU šu-{d}EN.LÍL ḫa-bu-lam ṭup-pu-šu ḫa-ar-ma-am ú-kà-al PUZUR₄-a-na GÁN-lam i-lá-ak-ma um-ma a-na-ku-ma ša-zi-za-am ša KÙ.BABBAR-pí-i-kà um-ma PUZUR₄-a-na-ma ma-nam lu-ša-zi-za-ku-um a-ma ṭup-pu-um ḫa-ar-mu-um ša 5 ma-na KÙ.BABBAR ša ḫu-bu-ul a-šur-ták-lá-ku DUMU šu-{d}EN.LÍL le-qé-ma qá-at-kà lu ša-ak-na-at-ma a-šùr-ták-lá-ku ša-áš-qí-il₅-ma KÙ.BABBAR ù ṣí-ba-sú le-qé-ma ù KÙ.BABBAR a-na-ku,,"Keep in mind what was sworn by the Ciy and the king! Mannum-balum-Aššur, I question you: The tablet concerning 5 minas of silver and its interest that Aššur-taklāku owes to his brother Puzur-Anna, did Puzur-Anna leave the tablet for safekeeping with your father, or did he leave it with you yourself? Deny or confirm it! This is not a formal lawsuit but a witnessed statement. Ennam-Aššur sues for the silver of his merchant. Mannum-balum-Aššur answered, saying to Ennam-Aššur’s representative: Puzur-Anna son of Šu-Illil owes me 4 minas of silver. I have his certified tablet. Since Puzur-Anna would go overland, I said: ’Appoint someone responsible to me for your silver.’ Puzur-Anna answered: ’Who shall I appoint for you? Here, take a certified tablet worth 5 minas of silver, the debt of Aššur-taklāku son of Šu-Illil, lay claim to it and make Aššur-taklāku pay, take the silver and the accrued interest paid, and then I personally shall take the silver.’ <gap> you say: ’Did Puzur-Anna leave the tablet for safe-keeping with your father or with you?’ I do not seek litigation or strife. Let Ennam-Aššur swear on Aššur’s dagger that Puzur-Anna left the tablet with my father or with me for safe-keeping, and that he did not leave it with me for me to lay claim. Let him swear that he did not personally know that it was deposited for 4 minas of silver. <gap> in the tablet <gap> If he does not swear, no one <gap> Šu-Illil <gap>"
bbbc23ab-6315-46e3-a329-5e938f6c5876,,3 ma-na AN.NA ku-nu-ki ša i-ku-pí-IŠTAR DUMU i-ku-a-a a-na ì-lí-a-LIM DUMU sú-kà-li-a áp-qí-id IGI šu-ku-bi-im DUMU qá-a-tim IGI a-šur-ma-lik DUMU a-lá-ḫi-im 7 ma-na AN.NA ša ku-ni-lim a-šur-DU₁₀ ú-bi-il₅,,"Three minas of tin under the seals of Ikūn-pī-Ištar, son of Ikū’aya I entrusted to Ilī-ālum, son of Sukkalliya, in the presence of Šu-Kūbum, son of Qa’atum (and) of Aššur-mālik, son of Ali-ahum. Seven minas of tin belonging to Kūn-ilum Aššur-ṭāb brought away."
bbe0d48c-55e8-46b5-b4fe-5a5db0a699d0,,um-ma a-šur-ma-sú-wi-ma a-na a-šur-na-da ù en-nam-a-šùr qí-bi₄-ma a-na en-nam-a-šùr qí-bi₄-ma DAM a-šùr-na-da lu-ṭá-ib-kà 5 GÍN KÙ.BABBAR a-na lu-bu-ší-ša ù ep-ri-ša a-na mu-lá i-ta-dí-ší-im a-ma ša šé-bu-lim ú-šé-ba-lá-ku-um-ma KÙ-áp-kà šu-ta-bi₄ ṭup-pì-a ša-ṣí-ir té-er-ta-kà za-ku-tám iš-tù a-lim a-ša-pá-ra-kum <gap> e-ni-<gap>,,"From Aššur-massu’ī to Aššur-nādā and Ennam-Aššur; specifically to Ennam-Aššur: Aššur-nādā should satisfy you with regard to the wife. Give regularly 5 shekels of silver for her clothes and her provisions to Mula. I shall send what there is to send to you, so you can be satisfied with the silver you are entitled to. Guard my tablets. I shall send you a complete report from the City. <gap>"
bc32f8eb-5901-4ee5-b798-742e019ce73b,,KIŠIB i-pí-lí-is KIŠIB a-šur-na-da DUMU a-mur-lu-sú KIŠIB la-qé-pí-im ša e-la-ma ù id-na-a ma-aḫ-ri-ni ni-kà-sé i-sí-ú-ma ½ ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pu-um ù 13 ½ ma-na URUDU SIG₅ i-lí-bi na-a iš-tù ḫa-mu-uš-tim ša am-ri-a ù e-lá-lí ki-ma a-wa-at kà-ri-im a-na ṣí-ib-tim i-lá-ak-šum 1 ½ ma-na KÙ.BABBAR ṣí-ib-tum pá-ni-tum ⅚ ma-na KÙ.BABBAR gám-ru-um ša iš-ta-pu-ru-šu-ni i li-bi₄-šu-ma,,"Seal of Ippilis, seal of Aššur-nādā, son of Amur-ilūssu, seal of Lā-qēpum, that Elamma and Idnāya settled accounts in our presence (with the following result): 35 shekels of refined silver and 13 ½ minas of refined copper are due by Idnāya. They become interest-bearing for him at the rate stipulated by the colony from the week-eponymy of Amriya and Elālī. 1 ½ mina of silver, an earlier interest, (and) ⅚ mina of silver, expenses, about which he wrote him repeatedly, he also owes."
bca184e1-614f-484c-b441-67f5a5696b3c,,36 GÚ SÍG.ḪI.A ša ì-lí-dan ša i-na É ir-i-bi₄-im i-ba-ší-ú en-um-a-šur iṣ-ba-at um-ma šu-ut-ma lá tù-šar tù-šar-ma i-na É-tí <gap>,,"Ennam-Aššur has seized 36 talents of wool belonging to Ilī-dan that was in Ir’ibum’s house. He said: You must not release it. If you release it, in the house <gap>"
bcad41ab-0c33-43f2-b9ff-d2b30699f181,,⅓ ma-na <gap> KÙ.BABBAR ṣa-ru-pu-um KI a-we-lá-tim <gap> ITU.KAM be-el-té-kà-lim li-mu-um <gap> nu <gap> ma ni <gap> IGI DUG-ṣí-li-a-šur IGI a-šùr-ba-ni za <gap> IGI ba-ba-li IGI be-lí-a DUMU DINGIR-ba-ni i-na ½ ma-na KÙ.BABBAR ù ṣí-ib-tí-šu ša li-bi₄ šu-ku-bi-im ŠÀ.BA-<gap>-GÍN KÙ.BABBAR ⅓ ma-na 2 <gap> ší-im UD <gap> 10 GÍN KÙ.BABBAR <gap> a-na <gap> ni-<gap> 12 ½ GÍN <gap> lá ḫi-ri <gap>,,⅓ mina <gap> of refined silver is owed by the ladies.
bcdc31ca-9e37-4576-bb62-3336edb673c5,,KIŠIB a-šùr-ba-ni a-na šu-pè-e-nu-ma-an DUMU ma-lá <gap> a <gap>,,Seal of Aššur-bāni; to Šuppinuman son of Mala <gap>
bd247c3e-fb60-4104-a95e-cbce01e4e12f,,KIŠIB ib-ni-{d}IM KIŠIB id-na-a KIŠIB a-zu-za-a ša be-ú-lá-at PUZUR₄-ša-du-e ṭup-pu-um ša e-li-a-ni sà-ar ša ku-nu-ki ša i-ri-ší-im,,"Seal of Ibnī-Adad, seal of Idnaya, seal of Azuzaya. Concerning Puzur-šadu’e’s working capital: any tablet that may appear is invalid-one with Irišum’s seal."
bd631ff4-7a7e-46bc-979c-ae553a8da7cd,,um-ma be-lu-lu-ma a-na aḫ-ša-lim qí-bi-ma i-nu-mì tù-uṣ-ú-ni 1 ma-na KÙ.BABBAR a-dí-na-kum ša ṣú-ba-tim ša NA₄ GUG ša 1 ma-na pár-zi-lim be-<gap> DINGIR-ba-ni i-nu-mì i-na pá-ni-tim uṣ-ú 1 ½ TÚG a-dí-in um-ma a-na-ku-ma a-na aḫ-ša-lim dí-in um-ma šu-ut-ma a-na ì-lí-a a-dí-in,,"From Belulu to Ah-šalim: When you left I gave you 1 mina of silver. Of the textiles, of the carnelian, of 1 mina of iron <gap> When <gap>-bāni left earlier I gave (him) 1 ½ textile. I said: Give it to Ah-šalim! He said: I gave it to Iliya."
be24da9e-e3c9-4ad4-81b0-10cbbabd7c8d,,3 ⅓ ma-na KÙ.BABBAR ša iš-tù li-mì-im DINGIR-ba-ni a-bu-ni a-na PUZUR₄-sú-in a-na e-bu-ṭim i-dí-nu 4 ma-na 4 GÍN KÙ.BABBAR ù me-at 80 sà-am-ru-a-tim a-na a-zu-za a-bu-ni a-na e-bu-ṭim <gap>,,The 3 ⅓ minas of silver that our father gave to Puzur-Suen as an investment-loan in the eponymy Ilī-bāni; the 4 minas 4 shekels of silver and 180 nails that our father gave to Azuza as an investment-loan <gap>
be8e2986-7c60-4c34-bd45-a641f29f84d7,,34 TÚG ku-ta-ni i-na-pu-lu-nim 3 ⅚ ma-na ša mì-ší-tim 1 ⅚ ma-na 3 ½ GÍN ša šál-ša-tim i-na pá-nim-ma a-la-qé 2 TÚG ku-ta-ni pu-šu-ke-en₆ i-na-pá-lam ša ILLAT-at pì-lá-aḫ-IŠTAR DUMU ú-zu-a,,"For 34 kutānu-textiles they will balance me 3 ⅚ minas of the holding; 1 mina 53 ½ shekels of the one-third parts I will take in the first instance. 2-textiles Pūšu-kēn will balance me of the caravan of Pilah-Ištar, son of Uzua."
beca1033-46e5-4e34-947f-2642b94d92af,,5 ta-ma-la-ku ša ṭup-pí ḫa-ru-mu-tim a-ḫa-ma 2 ta-ma-lá-ku ša i-dí-a-bi-im ù iš-té-en ta-ma-lá-kum ša i-dí-a-šùr a-ḫa-ma i-na iš-té-en ta-ma-lá-ki-im ṭup-pu-um ša É pu-šu-ke-en₆ 1 ṭup-pu-um ša É šu-a-nim ŠU.NÍGIN 11 ta-ma-lá-ki qá-dum ša me-eḫ-ri-šu ù na-áš-pé-ra-tim a-šur-ma-sú-i i-na É-bé-tí-šu e-zi-ib,,"5 tablet containers with certified tablets; further, 2 containers belonging to Iddin-abum and one container belonging to Iddin-Aššur; further in one container is the tablet concerning Pūšu-kēn’s house and one tablet concerning Šu-Anum’s house. In all: 11 tablet containers; Aššur-massu’ī left them together with those of his copies and missives in his house."
beefc73e-a56e-4401-840c-a15fe44cede8,,5 ½ ma-na URUDU SIG₅ a-na a-we-el-tim tù-um-li-a-tim wa-al-dí-DINGIR ú-bi-il₅,,Waldi-ilum brought 5 ½ minas of good copper to the lady from Tumliya.
bf1643ac-8811-49bb-baf5-5619ab75260d,,⅓ ma-na 2 ½ GÍN KÙ.BABBAR 20 NINDA i-ṣé-er tù-wa-ra-a-aḫ-šu a-lá-ḫu-um i-šu,,Tuwar-ahšu owes ⅓ mina 2 ½ shekels of silver (and) 20 loaves of bread to Ali-ahum.
bf35f537-d63c-4686-afe3-23fe2324b3a2,,2 GÍN a-na en-nam-a-šur DUMU e-lá-ma a-dí-in 1 GÍN KÙ.BABBAR a-na ra-bi₄-ṣí-šu a-dí-in 2 GÍN KÙ.BABBAR a-na PUZUR₄-a-šùr DUMU a-šùr-da-an a-dí-in 1 ma-na URUDU da-mu-qá-am a-na i-na-sú-in DUMU i-dí-na-bi₄-im a-dí-in 2 GÍN KÙ.BABBAR a-na šu-IŠTAR DUMU šu-ki-tim ni-qí-šu a-dí-in 2 GÍN KÙ.BABBAR a-na PUZUR₄-a-šùr i-nu-mì a-na a-lim{ki} i-li-ku ni-qí-i-šu a-dí-in i-nu-mì a-ma-sú e-ḫu-zu-ni 1 GÍN KÙ.BABBAR a-na am-tí-šu a-dí-in i-nu-mì PUZUR₄.IŠTAR a-ma-sú e-ḫu-zu-ni 1 GÍN KÙ.BABBAR a-na am-tí-šu a-dí-in,,I gave 2 shekels to Ennam-Aššur son of Elamma; I gave 1 shekel of silver to his attorney; I gave 2 shekels of silver to Puzur-Aššur son of Aššur-dan;
bf8a03ca-c4c6-4779-a926-a60d07c92bf0,,um-ma a-šur-{d}UTU-ši ù da-da-a-ma a-na a-lá-ḫi-im qí-bi-ma a-na ma-lá tí-ir-tí-kà a-wa-tí-šu ša šu-{d}EN.LÍL nu-ga-me-er-ma 3 ma-na KÙ.BABBAR šu-{d}EN.LÍL DUMU ma-nu-ki-a-šur e-pu-ul-ni-a-tí 1 ma-na KÙ.BABBAR šu-{d}EN.LÍL iš-tù lu-ḫu-za-tí-a i tù-a-ri-šu i-ša-qal šu-{d}EN.LÍL DUMU ma-nu-ki-a-šur 3 ma-na KÙ.BABBAR né-ri-šu-ma um-ma šu-ut-ma a-na ṭup-pì-a ḫa-ar-mì-im al-qé-šu um-ma né-nu-ma ša ṭup-pì-kà ḫa-ar-mì-im a-mur-ša-ra-sà ú-ša-bi-kà-ma e-ṣú-ma a-ḫu-ur um-ma šu-ut-ma mì-ma a-mur-ša-ra-sà KÙ.BABBAR lá ú-ša-bi-a-ni KÙ.BABBAR i-tí-ki-ir um-ma né-nu-ma šu-ma a-mur-ša-ra-sà ú-ša-bi-kà-ma e-ṣú-ma a-ḫu-ur ma-na-um pá-ra-aṣ lá ta-ša-qá-al um-ma šu-ut-ma a-ša-qal ší-bé-e da-nu-tim ni-šu-šu-um a-mur-ša-ra-sà KÙ.BABBAR ú-ša-bi-šu ší-bé-e da-nu-tim ni-šu-šu-um a-ta a-ma-kam ma-lá-kà 1 ma-na KÙ.BABBAR ku-nu-ki-ni ḫa-nu na-áš-a-ku-um ší-tí KÙ.BABBAR 1 ma-na 15 GÍN KÙ.BABBAR ni-qí-am nu-ṭá,,"From Aššur-šamšī and Dadāya to Ali-ahum: In accordance with your instructions we have concluded the matter with Šu-Illil, and Šu-Illil son of Mannum-kī Aššur has balanced 3 minas of silver with us. Šu-Illil will pay 1 mina of silver when he returns from Luhuzattiya. When we asked Šu-Illil son of Mannum-kī-Aššur for the 3 minas of silver he said: I took it in accordance with my certified tablet. We answered: Amur-šarrassa paid you in accordance with your certified tablet. Very little remains. He said: Amur-šarrassa paid me no silver. He contested the silver. We said: In case Amur-šarrassa did pay you and only little remains, will you then not pay <gap> on the mina? He answered: Then I shall pay. We have strong witnesses against him. Amur-šarrassa did pay him the silver. We have strong witnesses against him. You must make up your mind there. hanu brings you 1 mina of silver under our seals. The rest of the silver, 1 mina 15 shekels of silver, we transferred as a sacrifice and wrote his tablet about 1 mina 15 shekels for a year-3 months ago."
bf9f567f-0cd1-416d-8015-aa4db3a8c8f2,,<gap> a-ṣé-er-ša ki-ma DAM.GÀR bi₄-il₅-ma a ma-lá tí-ir-tí DAM.GÀR ší-mu-um li-ší-i-ma šé-ṣí-a-am IGI a-dí-da DUMU IR-ad-ì-lí-šu IGI a-lá-ḫi-im DUMU šál-ma-a-šur IGI a-lá-ḫi-im DUMU kà-za-ak-zi-tí-iš IGI LUGAL-sú-in <gap>,,"<gap> bring to the merchant’s representatives and let a purchase be carried out in accordance with the merchant’s instructions, and have it brought out."
bfa3fa1c-4b11-478a-9dce-4e475a842e82,,4 ½ GÚ URUDU SIG₅ 1 GÚ 20 ma-na URUDU lá-mu-nu-um i-na ma-ṣa-ar-tim ša a-mur-a-šur a-šur-na-da e-lá-ma ù a-šur-SIPA ú-šé-ṣí-ú a-šur-na-da ki-ma KÙ-pí-šu e-ru-ub e-lá-ma ù a-šur-SIPA ki-ma um-mì-a-ni e-ru-bu a-šur-ni-šu ki-ma ku-ra e-ru-ub IGI a-šur-na-da IGI zi-kà-i IGI ar-ši-aḫ IGI ku-ku-lá-nim IGI e-lá-li-a ṭup-pí-šu ib-ri-ú-ma ù šu-nu-ma ik-nu-ku-ma a-na ma-ṣa-ar-tim ú-šé-ri-bu,,"4 ½ talents of refined copper, 1 talent and 20 minas of poor copper Aššur-nādā, Elamma and Aššur-rē’ī brought out of the strong-room of Amur-Aššur. Aššur-nādā entered on account of his own (claim on) silver, Elamma and Aššur-rē’ī entered in the name of the investors, Aššur-nišū entered representing Kura. Witnessed by Aššur-nādā, Zikayi, Arši-ah, Kukkulānum, and Elāliya. They inspected his tablets and they were also the ones who sealed them (again) and brought them (again) into the strong-room."
